latitude,longitude,YYYY-MM-DD,daily_rain,daily_rain_source,max_temp,max_temp_source,min_temp,min_temp_source,vp,vp_source,vp_deficit,vp_deficit_source,evap_pan,evap_pan_source,evap_syn,evap_syn_source,evap_comb,evap_comb_source,evap_morton_lake,evap_morton_lake_source,radiation,radiation_source,rh_tmax,rh_tmax_source,rh_tmin,rh_tmin_source,et_short_crop,et_short_crop_source,et_tall_crop,et_tall_crop_source,et_morton_actual,et_morton_actual_source,et_morton_potential,et_morton_potential_source,et_morton_wet,et_morton_wet_source,mslp,mslp_source,metadata
 -25.8000, 146.6000,2019-01-01,    0.0,25, 38.0,25, 24.1,25, 15.6,25, 39.2,26, 11.4,25, 11.7,26, 11.4,25, 8.7,26, 30.7,42, 23.5,26, 52.0,26,  8.3,26, 10.8,26, 2.7,26,13.3,26, 8.0,26,1011.8,25,"elevation= 376.9 m"
 -25.8000, 146.6000,2019-01-02,    0.0,25, 38.0,25, 24.1,25, 15.3,25, 39.5,26, 11.4,25, 11.1,26, 11.4,25, 7.6,26, 26.5,42, 23.1,26, 51.0,26,  7.8,26, 10.3,26, 1.4,26,12.6,26, 7.0,26,1010.3,25,"reference=rxnvdescljhgftapwm"
 -25.8000, 146.6000,2019-01-03,    0.0,25, 37.6,25, 24.5,25, 15.5,25, 38.7,26, 10.5,25, 10.9,26, 10.5,25, 7.5,26, 26.3,42, 23.9,26, 50.4,26,  7.7,26, 10.2,26, 1.4,26,12.6,26, 7.0,26,1010.2,25,"extracted=20240517"
 -25.8000, 146.6000,2019-01-04,    0.0,25, 37.9,25, 25.4,25, 17.0,25, 38.5,26, 11.5,25, 11.0,26, 11.5,25, 7.9,26, 27.3,42, 25.8,26, 52.4,26,  7.9,26, 10.3,26, 2.0,26,12.7,26, 7.3,26,1011.3,25,"dataset=BoM Only"
 -25.8000, 146.6000,2019-01-05,    0.8,25, 37.5,25, 22.1,25, 16.6,25, 35.6,26,  9.7,25, 11.2,26,  9.7,25, 8.5,26, 30.5,42, 25.7,26, 62.4,26,  8.1,26, 10.4,26, 3.3,26,12.4,26, 7.8,26,1012.2,25,"Please read our web site for information about the meanings of the codes, and other information"
 -25.8000, 146.6000,2019-01-06,    0.0,25, 38.6,25, 24.3,25, 16.8,25, 39.5,26, 12.0,25, 11.5,26, 12.0,25, 8.4,26, 29.3,42, 24.5,26, 55.3,26,  8.2,26, 10.6,26, 2.6,26,13.0,26, 7.8,26,1009.6,25,""
 -25.8000, 146.6000,2019-01-07,    0.0,25, 37.2,25, 23.4,25, 18.1,25, 34.4,26, 11.7,25, 10.5,26, 11.7,25, 7.9,26, 27.5,42, 28.5,26, 62.9,26,  7.6,26,  9.8,26, 2.9,26,11.7,26, 7.3,26,1010.7,25,""
 -25.8000, 146.6000,2019-01-08,    0.0,25, 37.1,25, 23.5,25, 17.0,25, 35.3,26,  9.9,25, 11.1,26,  9.9,25, 8.8,26, 31.0,42, 26.9,26, 58.7,26,  8.1,26, 10.4,26, 3.5,26,12.6,26, 8.1,26,1010.2,25,""
 -25.8000, 146.6000,2019-01-09,    0.0,25, 36.4,25, 24.4,25, 19.8,25, 31.6,26, 10.3,25, 10.0,26, 10.3,25, 7.9,26, 27.2,42, 32.6,26, 64.8,26,  7.4,26,  9.4,26, 3.3,26,11.3,26, 7.3,26,1009.2,25,""
 -25.8000, 146.6000,2019-01-10,    0.0,25, 37.6,25, 23.8,25, 21.6,25, 32.0,26,  9.7,25, 10.1,26,  9.7,25, 8.0,26, 26.9,42, 33.3,26, 73.3,26,  7.4,26,  9.4,26, 3.8,26,10.9,26, 7.4,26,1011.6,25,""
 -25.8000, 146.6000,2019-01-11,    0.0,25, 37.5,25, 24.1,25, 18.6,25, 35.0,26, 11.1,25, 11.0,26, 11.1,25, 8.7,26, 30.3,42, 28.8,26, 62.0,26,  8.1,26, 10.3,26, 3.7,26,12.4,26, 8.0,26,1014.4,25,""
 -25.8000, 146.6000,2019-01-12,    0.0,25, 38.6,25, 24.5,25, 17.8,25, 38.7,26, 10.5,25, 11.4,26, 10.5,25, 8.5,26, 29.3,42, 26.0,26, 57.9,26,  8.1,26, 10.5,26, 2.9,26,12.8,26, 7.9,26,1015.0,25,""
 -25.8000, 146.6000,2019-01-13,    0.0,25, 39.9,25, 21.0,25, 14.5,25, 42.3,26, 11.1,25, 12.3,26, 11.1,25, 8.3,26, 29.6,42, 19.8,26, 58.3,26,  8.4,26, 11.1,26, 2.1,26,13.1,26, 7.6,26,1013.2,25,""
 -25.8000, 146.6000,2019-01-14,    0.0,25, 38.2,25, 24.9,25, 16.2,25, 39.6,26, 11.5,25, 11.7,26, 11.5,25, 8.8,26, 30.8,42, 24.2,26, 51.5,26,  8.4,26, 10.9,26, 2.8,26,13.5,26, 8.1,26,1013.8,25,""
 -25.8000, 146.6000,2019-01-15,    0.0,25, 39.0,25, 23.5,25, 18.5,25, 38.1,26, 11.2,25, 11.1,26, 11.2,25, 7.9,26, 27.1,42, 26.5,26, 63.9,26,  7.8,26, 10.1,26, 2.6,26,12.0,26, 7.3,26,1014.6,25,""
 -25.8000, 146.6000,2019-01-16,    0.2,25, 41.4,25, 23.8,25, 15.4,25, 47.4,26, 11.7,25, 12.9,26, 11.7,25, 8.4,26, 28.8,42, 19.4,26, 52.3,26,  8.6,26, 11.4,26, 1.6,26,13.9,26, 7.8,26,1011.4,25,""
 -25.8000, 146.6000,2019-01-17,    0.2,25, 40.4,25, 26.1,25, 17.5,25, 44.7,26, 12.7,25, 12.3,26, 12.7,25, 8.7,26, 29.2,42, 23.2,26, 51.8,26,  8.5,26, 11.1,26, 2.3,26,13.8,26, 8.1,26,1010.4,25,""
 -25.8000, 146.6000,2019-01-18,    0.0,25, 38.6,25, 24.5,25, 17.1,25, 39.4,26, 12.2,25, 11.7,26, 12.2,25, 8.8,26, 30.5,42, 25.0,26, 55.6,26,  8.3,26, 10.8,26, 3.0,26,13.2,26, 8.1,26,1012.5,25,""
 -25.8000, 146.6000,2019-01-19,    0.0,25, 40.1,25, 24.5,25, 18.2,25, 41.9,26, 11.2,25, 12.1,26, 11.2,25, 9.0,26, 30.4,42, 24.5,26, 59.2,26,  8.5,26, 11.0,26, 3.2,26,13.4,26, 8.3,26,1014.2,25,""
 -25.8000, 146.6000,2019-01-20,    0.0,25, 40.4,25, 20.8,25, 15.9,25, 41.9,26, 11.8,25, 12.4,26, 11.8,25, 8.6,26, 30.4,42, 21.1,26, 64.8,26,  8.5,26, 11.1,26, 2.8,26,13.0,26, 7.9,26,1014.5,25,""
 -25.8000, 146.6000,2019-01-21,    0.0,25, 39.0,25, 25.5,25, 16.8,25, 41.4,26, 12.6,25, 11.9,26, 12.6,25, 8.8,26, 30.0,42, 24.0,26, 51.5,26,  8.4,26, 10.9,26, 2.6,26,13.6,26, 8.1,26,1013.7,25,""
 -25.8000, 146.6000,2019-01-22,    0.0,25, 39.4,25, 25.6,25, 17.2,25, 42.1,26, 11.8,25, 12.0,26, 11.8,25, 8.8,26, 30.0,42, 24.1,26, 52.4,26,  8.4,26, 11.0,26, 2.7,26,13.6,26, 8.1,26,1014.1,25,""
 -25.8000, 146.6000,2019-01-23,    0.0,25, 40.0,25, 25.5,25, 17.4,25, 43.3,26, 12.2,25, 12.2,26, 12.2,25, 8.7,26, 29.6,42, 23.6,26, 53.3,26,  8.4,26, 11.0,26, 2.5,26,13.6,26, 8.1,26,1012.4,25,""
 -25.8000, 146.6000,2019-01-24,    1.8,25, 41.4,25, 26.0,25, 16.1,25, 48.6,26, 11.9,25, 12.6,26, 11.9,25, 8.0,26, 26.5,42, 20.3,26, 47.9,26,  8.3,26, 11.1,26, 0.9,26,13.9,26, 7.4,26,1010.6,25,""
 -25.8000, 146.6000,2019-01-25,    0.0,25, 39.3,25, 26.7,25, 14.5,25, 45.4,26, 12.8,25, 12.1,26, 12.8,25, 8.1,26, 27.9,42, 20.4,26, 41.4,26,  8.2,26, 11.0,26, 0.9,26,14.2,26, 7.6,26,1012.2,25,""
 -25.8000, 146.6000,2019-01-26,    0.0,25, 39.4,25, 26.4,25, 17.6,25, 42.3,26, 12.3,25, 11.8,26, 12.3,25, 8.5,26, 28.6,42, 24.6,26, 51.1,26,  8.2,26, 10.8,26, 2.3,26,13.5,26, 7.9,26,1010.8,25,""
 -25.8000, 146.6000,2019-01-27,    0.0,25, 39.0,25, 24.8,25, 17.6,25, 40.0,26, 12.5,25, 11.7,26, 12.5,25, 8.7,26, 29.7,42, 25.2,26, 56.2,26,  8.2,26, 10.7,26, 2.9,26,13.1,26, 8.0,26,1009.5,25,""
 -25.8000, 146.6000,2019-01-28,    0.0,25, 38.6,25, 24.2,25, 17.4,25, 38.8,26, 12.1,25, 11.5,26, 12.1,25, 8.6,26, 29.7,42, 25.4,26, 57.6,26,  8.1,26, 10.6,26, 3.0,26,12.9,26, 7.9,26,1010.4,25,""
 -25.8000, 146.6000,2019-01-29,    0.0,25, 33.4,25, 24.5,25, 17.5,25, 27.9,26,  8.1,25,  8.3,26,  8.1,25, 5.9,26, 20.1,42, 34.0,26, 56.9,26,  6.1,26,  8.0,26, 1.1,26, 9.8,26, 5.5,26,1010.6,25,""
 -25.8000, 146.6000,2019-01-30,    0.0,25, 32.9,25, 24.8,25, 19.5,25, 25.1,26,  5.0,25,  7.1,26,  5.0,25, 4.8,26, 14.7,42, 39.0,26, 62.3,26,  5.1,26,  6.8,26, 0.6,26, 8.4,26, 4.5,26,1010.6,25,""
 -25.8000, 146.6000,2019-01-31,    0.9,25, 30.7,25, 22.5,25, 22.4,25, 16.8,26,  6.1,25,  6.4,26,  6.1,25, 5.3,26, 18.0,42, 50.7,26, 82.2,26,  4.8,26,  5.9,26, 3.1,26, 6.9,26, 5.0,26,1010.2,25,""
 -25.8000, 146.6000,2019-02-01,    0.0,25, 36.4,25, 22.5,25, 20.8,25, 29.3,26,  8.7,25,  9.2,26,  8.7,25, 7.4,26, 25.6,42, 34.2,26, 76.3,26,  6.9,26,  8.8,26, 3.5,26,10.2,26, 6.8,26,1010.1,25,""
 -25.8000, 146.6000,2019-02-02,    0.0,25, 32.1,25, 24.7,25, 16.3,25, 26.7,26,  8.8,25,  8.0,26,  8.8,25, 6.1,26, 21.7,42, 34.1,26, 52.4,26,  6.2,26,  8.2,26, 1.2,26,10.1,26, 5.7,26,1010.4,25,""
 -25.8000, 146.6000,2019-02-03,    0.0,25, 33.4,25, 24.7,25, 18.3,25, 27.2,26,  7.9,25,  8.0,26,  7.9,25, 6.0,26, 20.6,42, 35.6,26, 58.8,26,  6.1,26,  8.0,26, 1.5,26, 9.7,26, 5.6,26,1009.9,25,""
 -25.8000, 146.6000,2019-02-04,    0.0,25, 35.4,25, 24.4,25, 17.4,25, 31.9,26,  9.7,25,  9.7,26,  9.7,25, 7.8,26, 27.5,42, 30.3,26, 57.0,26,  7.3,26,  9.5,26, 2.7,26,11.6,26, 7.2,26,1008.8,25,""
 -25.8000, 146.6000,2019-02-05,    0.0,25, 34.9,25, 24.6,25, 18.1,25, 30.3,26,  8.1,25,  8.3,26,  8.1,25, 5.8,26, 19.4,42, 32.4,26, 58.5,26,  6.1,26,  8.1,26, 0.9,26,10.0,26, 5.5,26,1007.3,25,""
 -25.8000, 146.6000,2019-02-06,    0.0,25, 32.1,25, 25.4,25, 18.0,25, 25.5,26,  5.0,25,  6.7,26,  5.0,25, 4.4,26, 13.6,42, 37.6,26, 55.5,26,  5.0,26,  6.9,26, 0.4,26, 8.0,26, 4.2,26,1007.3,25,""
 -25.8000, 146.6000,2019-02-07,    0.0,25, 32.9,25, 23.6,25, 17.5,25, 26.3,26,  7.7,25,  7.5,26,  7.7,25, 5.3,26, 17.9,42, 35.0,26, 60.1,26,  5.6,26,  7.5,26, 0.8,26, 9.1,26, 4.9,26,1009.0,25,""
 -25.8000, 146.6000,2019-02-08,    0.0,25, 37.2,25, 22.9,25, 16.6,25, 35.5,26,  8.3,25, 10.1,26,  8.3,25, 7.2,26, 25.4,42, 26.2,26, 59.5,26,  7.2,26,  9.6,26, 1.8,26,11.5,26, 6.7,26,1006.5,25,""
 -25.8000, 146.6000,2019-02-09,    0.0,25, 39.6,25, 24.4,25, 17.4,25, 41.4,26,  8.4,25, 11.2,26,  8.4,25, 7.8,26, 26.7,42, 24.1,26, 57.0,26,  7.8,26, 10.3,26, 1.9,26,12.7,26, 7.3,26,1003.1,25,""
 -25.8000, 146.6000,2019-02-10,    0.0,25, 37.6,25, 23.0,25,  9.8,25, 43.2,26,  8.8,25, 11.7,26,  8.8,25, 7.7,26, 28.5,42, 15.1,26, 34.9,26,  8.0,26, 10.9,26, 0.0,26,14.2,26, 7.1,26,1006.1,25,""
 -25.8000, 146.6000,2019-02-11,    0.0,25, 38.4,25, 18.4,25,  9.2,25, 42.2,26, 10.7,25, 11.8,26, 10.7,25, 7.3,26, 28.3,42, 13.6,26, 43.5,26,  8.0,26, 11.0,26, 0.2,26,13.3,26, 6.8,26,1007.3,25,""
 -25.8000, 146.6000,2019-02-12,    0.0,25, 38.9,25, 18.2,25,  8.1,25, 44.3,26, 10.7,25, 12.1,26, 10.7,25, 7.3,26, 28.3,42, 11.6,26, 38.8,26,  8.1,26, 11.2,26, 0.0,26,13.5,26, 6.7,26,1006.3,25,""
 -25.8000, 146.6000,2019-02-13,    0.0,25, 37.8,25, 18.3,25,  6.6,25, 43.5,26, 11.4,25, 11.6,26, 11.4,25, 6.5,26, 25.6,42, 10.1,26, 31.4,26,  7.7,26, 10.9,26, 0.0,26,12.0,26, 6.0,26,1006.4,25,""
 -25.8000, 146.6000,2019-02-14,    0.0,25, 34.8,25, 17.9,25,  5.1,25, 38.7,26, 10.3,25, 11.0,26, 10.3,25, 6.8,26, 27.9,42,  9.2,26, 24.9,26,  7.6,26, 10.6,26, 0.0,26,12.5,26, 6.2,26,1012.1,25,""
 -25.8000, 146.6000,2019-02-15,    0.9,25, 37.7,25, 17.8,25, 17.4,25, 32.1,26,  7.9,25,  9.2,26,  7.9,25, 5.7,26, 20.3,42, 26.7,26, 85.4,26,  6.3,26,  8.5,26, 1.5,26, 9.2,26, 5.3,26,1013.8,25,""
 -25.8000, 146.6000,2019-02-16,    2.2,25, 35.9,25, 25.0,25, 18.8,25, 32.0,26,  6.5,25,  7.9,26,  6.5,25, 4.8,26, 14.4,42, 31.8,26, 59.4,26,  5.5,26,  7.6,26, 0.4,26, 8.8,26, 4.6,26,1014.7,25,""
 -25.8000, 146.6000,2019-02-17,    0.0,25, 36.7,25, 21.7,25, 20.4,25, 29.8,26,  7.7,25,  8.8,26,  7.7,25, 6.5,26, 22.3,42, 33.0,26, 78.6,26,  6.4,26,  8.3,26, 2.5,26, 9.5,26, 6.0,26,1012.2,25,""
 -25.8000, 146.6000,2019-02-18,    0.0,25, 39.2,25, 21.0,25, 14.5,25, 40.7,26, 10.4,25, 11.3,26, 10.4,25, 7.4,26, 26.8,42, 20.5,26, 58.3,26,  7.7,26, 10.3,26, 1.4,26,12.4,26, 6.9,26,1009.8,25,""
 -25.8000, 146.6000,2019-02-19,    0.0,25, 42.5,25, 23.5,25, 14.8,25, 50.6,26, 13.0,25, 13.0,26, 13.0,25, 8.0,26, 27.6,42, 17.6,26, 51.1,26,  8.4,26, 11.3,26, 1.0,26,14.1,26, 7.5,26,1006.7,25,""
 -25.8000, 146.6000,2019-02-20,    0.0,25, 39.7,25, 23.7,25,  8.9,25, 49.5,26, 12.4,25, 12.5,26, 12.4,25, 7.5,26, 27.3,42, 12.3,26, 30.4,26,  8.1,26, 11.2,26, 0.0,26,13.9,26, 6.9,26,1007.7,25,""
 -25.8000, 146.6000,2019-02-21,    0.0,25, 36.5,25, 16.7,25,  5.4,25, 41.0,26, 10.7,25, 11.4,26, 10.7,25, 6.7,26, 27.3,42,  8.8,26, 28.4,26,  7.6,26, 10.8,26, 0.0,26,12.3,26, 6.1,26,1009.2,25,""
 -25.8000, 146.6000,2019-02-22,    2.5,25, 37.8,25, 20.5,25, 16.0,25, 35.7,26,  9.8,25,  9.7,26,  9.8,25, 6.0,26, 21.4,42, 24.4,26, 66.4,26,  6.6,26,  9.0,26, 0.8,26,10.5,26, 5.7,26,1008.6,25,""
 -25.8000, 146.6000,2019-02-23,    0.4,25, 36.3,25, 22.9,25, 12.1,25, 38.1,26,  8.6,25, 10.6,26,  8.6,25, 7.3,26, 27.0,42, 20.0,26, 43.3,26,  7.4,26, 10.1,26, 0.7,26,12.8,26, 6.8,26,1012.6,25,""
 -25.8000, 146.6000,2019-02-24,    0.0,25, 35.5,25, 20.4,25, 15.0,25, 31.8,26, 10.9,25,  9.3,26, 10.9,25, 6.3,26, 23.6,42, 25.9,26, 62.6,26,  6.6,26,  8.9,26, 1.3,26,10.5,26, 5.9,26,1017.0,25,""
 -25.8000, 146.6000,2019-02-25,    0.0,25, 34.7,25, 21.2,25, 15.3,25, 30.5,26,  9.2,25,  9.1,26,  9.2,25, 6.6,26, 24.4,42, 27.7,26, 60.8,26,  6.6,26,  8.8,26, 1.6,26,10.6,26, 6.1,26,1020.0,25,""
 -25.8000, 146.6000,2019-02-26,    0.0,25, 34.0,25, 22.6,25, 14.1,25, 31.2,26,  9.2,25,  9.3,26,  9.2,25, 6.8,26, 25.5,42, 26.5,26, 51.4,26,  6.8,26,  9.0,26, 1.4,26,11.3,26, 6.3,26,1018.0,25,""
 -25.8000, 146.6000,2019-02-27,    0.0,25, 34.7,25, 20.4,25, 14.1,25, 31.1,26,  8.6,25,  8.9,26,  8.6,25, 5.9,26, 22.1,42, 25.5,26, 58.9,26,  6.4,26,  8.6,26, 0.7,26,10.3,26, 5.5,26,1017.0,25,""
 -25.8000, 146.6000,2019-02-28,    0.0,25, 33.0,25, 22.6,25, 15.1,25, 28.3,26,  8.3,25,  8.4,26,  8.3,25, 6.0,26, 22.3,42, 30.0,26, 55.1,26,  6.2,26,  8.3,26, 1.1,26,10.2,26, 5.6,26,1018.0,25,""
 -25.8000, 146.6000,2019-03-01,    0.0,25, 32.7,25, 21.5,25, 13.9,25, 28.3,26,  6.6,25,  8.4,26,  6.6,25, 6.6,26, 25.3,42, 28.1,26, 54.2,26,  6.5,26,  8.6,26, 1.6,26,10.7,26, 6.1,26,1018.7,25,""
 -25.8000, 146.6000,2019-03-02,    0.0,25, 33.1,25, 21.3,25, 15.5,25, 27.3,26,  9.4,25,  7.9,26,  9.4,25, 5.9,26, 21.9,42, 30.6,26, 61.2,26,  6.0,26,  8.0,26, 1.3,26, 9.7,26, 5.5,26,1017.9,25,""
 -25.8000, 146.6000,2019-03-03,    0.0,25, 33.9,25, 21.7,25, 14.9,25, 29.6,26, 10.8,25,  8.8,26, 10.8,25, 6.9,26, 26.1,42, 28.2,26, 57.4,26,  6.7,26,  8.8,26, 2.0,26,10.9,26, 6.5,26,1018.1,25,""
 -25.8000, 146.6000,2019-03-04,    0.0,25, 34.2,25, 22.1,25, 17.1,25, 28.3,26,  8.7,25,  8.5,26,  8.7,25, 7.0,26, 25.8,42, 31.8,26, 64.3,26,  6.6,26,  8.6,26, 2.6,26,10.4,26, 6.5,26,1018.6,25,""
 -25.8000, 146.6000,2019-03-05,    0.0,25, 35.2,25, 21.8,25, 16.0,25, 31.1,26,  8.2,25,  8.9,26,  8.2,25, 6.8,26, 25.0,42, 28.1,26, 61.3,26,  6.7,26,  8.8,26, 1.9,26,10.8,26, 6.3,26,1016.1,25,""
 -25.8000, 146.6000,2019-03-06,    0.0,25, 37.8,25, 20.1,25, 18.6,25, 32.8,26,  8.6,25,  9.4,26,  8.6,25, 7.1,26, 25.5,42, 28.4,26, 79.1,26,  6.9,26,  9.0,26, 2.8,26,10.4,26, 6.6,26,1012.8,25,""
 -25.8000, 146.6000,2019-03-07,    0.0,25, 38.1,25, 21.7,25, 12.5,25, 40.7,26,  8.1,25, 10.4,26,  8.1,25, 6.8,26, 25.0,42, 18.8,26, 48.2,26,  7.3,26, 10.0,26, 0.2,26,12.5,26, 6.3,26,1013.9,25,""
 -25.8000, 146.6000,2019-03-08,    0.0,25, 37.4,25, 25.1,25, 19.8,25, 34.4,26,  8.2,25,  9.3,26,  8.2,25, 7.1,26, 24.3,42, 30.9,26, 62.2,26,  6.9,26,  9.0,26, 2.2,26,11.2,26, 6.7,26,1016.5,25,""
 -25.8000, 146.6000,2019-03-09,    0.0,25, 37.0,25, 23.1,25, 20.1,25, 31.7,26,  7.9,25,  9.0,26,  7.9,25, 7.2,26, 25.1,42, 32.0,26, 71.1,26,  6.8,26,  8.8,26, 2.9,26,10.6,26, 6.7,26,1018.4,25,""
 -25.8000, 146.6000,2019-03-10,    0.0,25, 39.3,25, 25.1,25, 19.5,25, 39.1,26,  7.8,25,  9.5,26,  7.8,25, 6.2,26, 20.2,42, 27.4,26, 61.2,26,  6.6,26,  8.9,26, 0.7,26,11.0,26, 5.9,26,1016.2,25,""
 -25.8000, 146.6000,2019-03-11,    0.0,25, 40.0,25, 22.4,25, 13.9,25, 44.2,26,  8.7,25, 10.7,26,  8.7,25, 6.4,26, 22.4,42, 18.8,26, 51.3,26,  7.1,26, 10.0,26, 0.1,26,11.8,26, 6.0,26,1013.0,25,""
 -25.8000, 146.6000,2019-03-12,    0.0,25, 39.8,25, 24.8,25, 13.2,25, 46.4,26,  9.7,25, 10.5,26,  9.7,25, 5.7,26, 19.2,42, 18.1,26, 42.2,26,  6.8,26,  9.7,26, 0.0,26,10.7,26, 5.4,26,1009.9,25,""
 -25.8000, 146.6000,2019-03-13,    0.0,25, 38.5,25, 22.5,25, 12.0,25, 42.7,26,  9.5,25, 10.3,26,  9.5,25, 6.1,26, 22.1,42, 17.6,26, 44.0,26,  7.0,26,  9.8,26, 0.0,26,11.4,26, 5.7,26,1012.0,25,""
 -25.8000, 146.6000,2019-03-14,    0.0,25, 39.1,25, 21.0,25, 10.4,25, 44.5,26,  7.4,25, 10.7,26,  7.4,25, 6.0,26, 22.2,42, 14.8,26, 41.8,26,  7.1,26, 10.1,26, 0.0,26,11.2,26, 5.6,26,1011.6,25,""
 -25.8000, 146.6000,2019-03-15,    0.0,25, 34.8,25, 21.4,25, 12.3,25, 33.8,26,  5.4,25,  8.7,26,  5.4,25, 5.4,26, 20.3,42, 22.1,26, 48.3,26,  6.2,26,  8.6,26, 0.1,26,10.0,26, 5.1,26,1010.6,25,""
 -25.8000, 146.6000,2019-03-16,    4.1,25, 32.5,25, 18.6,25, 19.4,25, 20.7,26,  5.0,25,  6.3,26,  5.0,25, 4.5,26, 16.4,42, 39.7,26, 90.6,26,  4.6,26,  6.1,26, 1.7,26, 6.7,26, 4.2,26,1010.6,25,""
 -25.8000, 146.6000,2019-03-17,   26.4,25, 33.4,25, 19.0,25, 22.3,25, 19.6,26,  5.8,25,  6.6,26,  5.8,25, 5.4,26, 19.8,42, 43.3,26,100.0,26,  4.9,26,  6.2,26, 3.4,26, 6.9,26, 5.2,26,1012.4,25,""
 -25.8000, 146.6000,2019-03-18,    0.0,25, 34.8,25, 20.4,25, 20.7,25, 24.7,26,  6.6,25,  7.3,26,  6.6,25, 5.4,26, 19.2,42, 37.2,26, 86.4,26,  5.3,26,  7.0,26, 2.2,26, 7.9,26, 5.1,26,1013.3,25,""
 -25.8000, 146.6000,2019-03-19,    0.0,25, 36.1,25, 20.1,25, 16.9,25, 30.9,26,  7.1,25,  8.5,26,  7.1,25, 5.7,26, 21.0,42, 28.3,26, 71.9,26,  6.0,26,  8.1,26, 1.2,26, 9.5,26, 5.4,26,1012.5,25,""
 -25.8000, 146.6000,2019-03-20,    0.0,25, 36.9,25, 19.2,25, 18.3,25, 30.5,26,  7.8,25,  8.6,26,  7.8,25, 5.8,26, 21.4,42, 29.3,26, 82.3,26,  6.0,26,  8.1,26, 1.8,26, 9.2,26, 5.5,26,1012.1,25,""
 -25.8000, 146.6000,2019-03-21,    0.0,25, 36.7,25, 19.7,25, 18.1,25, 30.7,26,  8.4,25,  8.7,26,  8.4,25, 6.1,26, 22.4,42, 29.3,26, 78.9,26,  6.2,26,  8.2,26, 2.0,26, 9.5,26, 5.7,26,1012.8,25,""
 -25.8000, 146.6000,2019-03-22,    0.0,25, 35.9,25, 21.4,25, 19.6,25, 28.7,26,  8.6,25,  8.2,26,  8.6,25, 6.0,26, 21.5,42, 33.2,26, 76.9,26,  5.9,26,  7.8,26, 2.1,26, 9.2,26, 5.6,26,1014.3,25,""
 -25.8000, 146.6000,2019-03-23,    0.0,25, 36.7,25, 23.6,25, 17.4,25, 34.1,26,  8.7,25,  9.1,26,  8.7,25, 6.4,26, 22.9,42, 28.2,26, 59.8,26,  6.4,26,  8.7,26, 1.3,26,10.9,26, 6.1,26,1014.6,25,""
 -25.8000, 146.6000,2019-03-24,    0.0,25, 36.9,25, 23.7,25, 18.9,25, 33.1,26,  7.1,25,  8.9,26,  7.1,25, 6.4,26, 22.3,42, 30.3,26, 64.5,26,  6.3,26,  8.4,26, 1.6,26,10.4,26, 6.0,26,1014.0,25,""
 -25.8000, 146.6000,2019-03-25,    1.4,25, 32.0,25, 25.3,25, 19.7,25, 23.5,26,  3.8,25,  5.9,26,  3.8,25, 3.9,26, 11.7,42, 41.4,26, 61.1,26,  4.4,26,  6.1,26, 0.4,26, 7.0,26, 3.7,26,1012.9,25,""
 -25.8000, 146.6000,2019-03-26,   16.5,25, 25.6,25, 21.7,25, 23.8,25,  7.2,26,  4.3,25,  2.5,26,  4.3,25, 1.2,26,  3.6,42, 72.5,26, 91.7,26,  1.7,26,  2.2,26, 0.7,26, 1.8,26, 1.2,26,1015.2,25,""
 -25.8000, 146.6000,2019-03-27,   59.1,25, 21.4,25, 18.3,25, 20.7,25,  3.6,26,  3.5,25,  1.9,26,  3.5,25, 1.0,26,  3.3,42, 81.3,26, 98.5,26,  1.2,26,  1.5,26, 0.8,26, 1.2,26, 1.0,26,1015.6,25,""
 -25.8000, 146.6000,2019-03-28,   46.9,25, 24.0,25, 17.6,25, 20.0,25,  7.1,26,  2.6,25,  3.5,26,  2.6,25, 3.2,26, 11.1,42, 67.0,26, 99.4,26,  2.5,26,  3.0,26, 2.8,26, 3.7,26, 3.2,26,1014.0,25,""
 -25.8000, 146.6000,2019-03-29,    2.6,25, 25.1,25, 20.3,25, 21.9,25,  7.8,26,  4.1,25,  3.0,26,  4.1,25, 2.2,26,  6.9,42, 68.7,26, 92.0,26,  2.1,26,  2.7,26, 1.3,26, 3.0,26, 2.2,26,1010.7,25,""
 -25.8000, 146.6000,2019-03-30,   12.7,25, 28.7,25, 21.2,25, 23.9,25, 11.4,26,  5.5,25,  5.2,26,  5.5,25, 5.2,26, 19.5,42, 60.7,26, 95.0,26,  4.1,26,  4.9,26, 4.4,26, 5.8,26, 5.1,26,1010.1,25,""
 -25.8000, 146.6000,2019-03-31,    0.0,25, 23.5,25, 11.2,25,  7.9,25, 16.1,26,  5.6,25,  6.3,26,  5.6,25, 4.5,26, 22.2,42, 27.3,26, 59.4,26,  4.5,26,  6.2,26, 0.9,26, 7.5,26, 4.2,26,1018.6,25,""
 -25.8000, 146.6000,2019-04-01,    0.0,25, 25.7,25, 10.0,25,  9.1,25, 17.0,26,  6.1,25,  5.6,26,  6.1,25, 4.6,26, 22.1,42, 27.6,26, 74.2,26,  4.6,26,  6.3,26, 1.3,26, 7.3,26, 4.3,26,1020.0,25,""
 -25.8000, 146.6000,2019-04-02,    0.0,25, 28.4,25, 11.7,25, 12.6,25, 17.6,26,  4.8,25,  5.7,26,  4.8,25, 4.8,26, 21.9,42, 32.6,26, 91.7,26,  4.7,26,  6.2,26, 2.1,26, 6.9,26, 4.5,26,1020.9,25,""
